Name,Year Published,Users Rated,Rating Average
Rise of the House of Sa'ud,1985,41,4.75
Dark Side,2001,44,4.65
The Hamburger Game,1989,113,5.34
Tàin,2007,109,5.35
Green Ghost,1965,57,5.06
Go Wild!,1998,87,5.08
Krull,1983,75,4.96
Cranium Balloon Lagoon,2004,145,5.29
Baron,2006,112,5.19
Merlin,1978,99,5.14
Simulations Canada's Battleship,2005,88,5.16
The Impossible Machine,2011,287,5.37
Colorama,1996,106,5.21
Car Wars: The Card Game,1991,747,5.46
I Spy Memory Game,1995,63,4.9
Hero: Immortal King - The Den of Dementia,2007,125,5.28
Inferno,1996,71,5.05
Halma,1884,229,5.37
Rising Kings,2010,34,4.58
Triology,1994,57,4.8
Titten Ärsche Sonnenschein,2013,42,4.64
Troja,2004,87,5.1
Solo Dungeon Bash,2007,60,4.96
Emperor's Challenge,1986,34,4.58
Ziff Zoff,1996,43,4.66
Marriage Material,2004,89,5.13
Koala,2006,65,5.0
Urknall: The Big Bang,2011,45,4.69
Bamboozle,1997,73,4.95
Scooby-Doo! Thrills and Spills,1999,31,4.45
Mustang,2007,64,5.03
Pirateer,1978,1266,5.52
Change!,1999,161,5.27
Monopoly: Star Trek Limited Edition,2000,75,5.15
Castle: The Detective Card Game,2013,96,5.24
"The Chronicles of Narnia The Lion, The Witch and The Wardrobe Game",2005,50,4.69
Card of the Dead,2011,498,5.47
The Really Nasty Golf Game,2007,45,4.68
Skip-Bo Dice,1995,42,4.63
Trivial Pursuit: Party,2013,155,5.29
The Hamsters,1986,46,4.67
Trivial Pursuit: Young Players Edition Master Game,1984,208,5.35
59 Seconds,2007,33,4.39
Trivial Pursuit: Disney - The Animated Picture Edition,1999,116,5.27
Close Encounters of the Third Kind,1978,59,4.87
8 1/2,2003,78,4.97
Heist,2008,42,4.62
Go Tell the Spartans,2003,54,4.98
The Emoji Game,2015,31,4.45
Give It to the King!,2013,78,5.07
Coup,1991,81,5.09
BSZZZZ!,2003,41,4.6
Monopoly: Fortnite,2018,121,5.35
NFL Showdown,2002,88,5.13
Eat It!,2007,35,4.38
Flushin' Frenzy,2018,46,4.72
Akkon: Machtkampf der Tempelritter,2007,89,5.16
Race,2016,44,4.75
The Wonderful World of Disney Trivia Game,1997,217,5.4
CUPONK,2010,98,5.1
Feste Druff,2005,34,4.46
Kaboodl,2004,91,5.08
Håtunaleken,1977,39,4.49
Skyscrapers,2010,66,4.91
Wiochmen Rejser,2005,232,5.4
Dark Crusade:  The War in the East 1941-45,1984,37,4.78
Harry Potter and the Sorcerer's Stone Mystery at Hogwarts Game,2000,500,5.52
Kula Kula,1991,88,5.05
Mini Cat & Mouse,2008,32,4.33
U-Build Sorry!,2010,43,4.84
Cat in The Hat:  I Can do that!,2007,88,5.1
FLY,2015,287,5.37
Home Alone,1991,38,4.52
MiniMonFa (MiniMonsterFantasy),2005,205,5.45
Black Molly,2004,37,4.49
Brain Games,2015,105,5.04
Bakari,2002,143,5.28
Go Bananas!,2000,68,4.92
5 sekund bez cenzury,2017,59,4.73
Travel Clue,1990,149,5.29
The Honeymooners Game,1986,31,4.23
Chaos Progenitus,1996,71,5.11
Rotten Apples,2014,51,4.9
Chicken or Egg?,2007,35,4.39
Sorry!: Pokémon,2000,79,5.24
Logo Party,2013,103,5.12
UNO Moo!,2008,163,5.3
Project Skyline,2004,82,5.24
Aku Ankka,2008,33,4.29
Pictureka! Flipper,2009,47,4.67
Racer Knights of Falconus,2005,79,5.0
Hit the Beach,1965,159,5.28
Monopoly: Game of Thrones Collector's Edition,2015,349,5.57
Kamakura,2011,31,4.16
Poleconomy,1977,406,5.46
"Raid! Commando Operations, in the 20th Century",1977,146,5.38
Beat the Experts,2002,39,4.5
Red Zone,1995,38,4.57
Monopoly: Wonder of The World,2003,86,5.04
Flip,2000,48,4.65
Finance,1932,68,4.9
Quest for the Dungeonmaster,1984,36,4.33
Scurvy Dogs: Pirates and Privateers,2012,36,4.5
Captain Bones Gold,2005,63,5.03
Across the Iron Curtain,2017,30,4.22
The Wheel of Time Collectible Card Game,2000,144,5.36
The Suicide Bomber Card Game,2003,83,5.06
Star Wars Force Grab,2014,45,4.55
Kingz,2016,51,4.78
Operation Cannibal,1996,74,5.07
Monopoly: New Zealand,2000,32,4.17
Safari Jack,1998,267,5.34
Martinis & Men,2007,76,5.0
Four Real,1999,53,4.77
Digimon Digi-Battle Card Game,1999,66,5.03
Kto z Kim?,2013,43,5.01
Altaria: Clash of Dimensions,2014,41,4.82
Quip It!,2005,68,4.95
Diary of a Wimpy Kid: Cheese Touch,2010,79,4.87
Jake and the Never Land Pirates: Who Shook Hook?,2012,61,4.82
Alternatywy 4,2013,53,4.82
Monopoly Junior: Travel Edition,1991,31,4.24
Klugscheisser,2010,41,4.46
Zombie Fried,2013,31,4.08
Holy War,1979,97,5.12
SongBurst 50's & 60's Edition,1990,105,5.17
Clue: Star Wars,2016,151,5.39
En Busca Del Imperio Cobra,1981,387,5.48
Trailer Park Gods,1998,56,4.73
I Spy Eagle Eye,2006,79,4.95
Pokémon Master Trainer III,2005,52,5.01
Tank! Armored Combat in the 20th Century,1974,91,5.17
Fall of the Roman Empire,2011,38,4.42
WFF 'N PROOF,1962,61,4.83
Ginny-O,1978,42,4.5
Ruffhouse,1980,52,4.74
Silence in Class!,1988,32,4.21
File 13,1983,119,5.17
Princess Ryan's Star Marines,1997,204,5.31
Carnival Zombie: 2nd Edition,2020,47,4.48
Komandosi,1990,64,5.07
Smokers Wild,1978,76,5.04
Yorktown: The Siege Which Determined the Birth of the United States,1981,63,4.89
Project Pornstar,2004,135,5.35
UNO Dare!,2014,91,5.0
Origins,1995,73,4.97
Yu-Gi-Oh Millennium Game,2002,44,4.55
Yo Fui a EGB: El Juego Oficial,2015,47,4.77
Hunter: Deadly Prey,2008,62,4.93
The Stock Market Game,1970,188,5.41
Killer Bunnies and the Journey to Jupiter,2008,332,5.58
Poker Tiles Game,2005,50,4.72
Breakout,1994,44,4.59
Word Power,1963,46,4.63
Brain Quest,1993,43,4.48
The Strategy Game,0,43,4.46
Chicken of the Sea,1994,41,4.62
Alpha Omega,1977,171,5.34
Thieves in the Wood,1976,41,4.56
Fraud Squad,2002,36,4.08
Pingo Balance,2006,66,5.03
Hector and Achilles,2003,485,5.41
Rice Wars,2008,203,5.3
"Strange Defeat:  The Fall of France, 1940",2006,100,5.11
Fish or Cut Bait,2013,124,5.14
Enigma,1988,47,4.63
The Game of Life: Pirates of the Caribbean - Dead Man's Chest,2006,181,5.34
Shadowrun: DMZ Downtown Militarized Zone,1990,115,5.2
Drakar och Demoner: Brädspelet,2009,32,4.2
Monopol: Sverige,2008,31,4.27
Trivial Pursuit: 1980s,2000,140,5.27
The Market of Alturien,2007,383,5.39
Management Material (General Office Edition),2002,201,5.37
Mahjong Solitaire,1981,72,4.97
Monopoly: Adventure Time Collector's Edition,2013,71,4.96
Monopoly for Millennials,2018,42,4.68
Im Schatten des Sonnenkönigs,2002,111,5.11
Goblins: Epic Death,2011,117,5.19
Table-MotoGP: The Moto GP Licensed Board Game,2006,38,4.54
Hero: Immortal King - The Infernal Forge,2007,138,5.24
Say What You Meme,2013,34,4.16
Danmark-spillet,1988,31,4.28
Superfection,1975,66,4.96
Knights of the Rainbow,1999,67,4.93
Sushi Express,2005,179,5.27
Bankruptcy: The Card Game,2007,55,4.75
Poppa's Pizza Topple,1999,49,4.78
Monster Maker,2007,38,4.38
Guards! Guards! A Discworld Boardgame,2011,425,5.61
Xena: Warrior Princess CCG,1998,88,5.13
Overthrone,1999,276,5.33
Harry Potter: Magical Beasts Board Game,2016,58,4.72
Harry Potter: Diagon Alley Board Game,2001,196,5.33
Battle of the Sexes,2012,40,4.23
Oi! Dat's My Leg!,1989,46,4.47
The Rats in the Walls,2013,52,4.71
"'CA' Tactical Naval Warfare in the Pacific, 1941-45",1973,107,5.28
King Toad,2008,53,4.66
Clown,1975,82,5.02
Duo,1986,109,5.17
Bulp!,2007,83,5.13
Bottles and Bins,1982,38,4.5
Game of Phones,2015,81,5.26
Capitaly,1935,57,4.67
Mighty Morphin Power Rangers Game,1994,40,4.45
Diamoniak,2009,121,5.18
Neopets TCG,2003,79,5.05
Test Match,1955,40,4.45
Simpsons Trading Card Game,2003,107,5.02
Caffeine Rush,2015,69,4.88
Monopoly: NASCAR,1997,51,4.89
Backyard Builders Treehouse,2016,174,5.3
Top Ten: The Bill of Rights,2009,32,4.2
Kan-U-Go,1934,51,4.65
Gone Fishing!,2005,320,5.35
Vegas,1996,93,5.01
Star of the Guardians,1995,46,4.52
Jenga Xtreme,2003,197,5.3
Escape The Mad Mummy,2004,48,4.51
Jeopardy! Simpsons Edition,2003,66,5.0
Celtic Challenge,2010,34,4.15
Paladin,2004,54,4.77
Tri-Virsity,1988,55,4.73
Fruttirelli,2007,45,4.52
Gem Quest,2003,51,4.71
Schotten Rennen,2012,58,4.72
Star Quest,1995,35,4.21
SharkPark,2005,88,4.96
Cranium Dark,2016,97,4.97
Black-Handed Henry's Potion Party,2015,60,4.92
Schwarzer Kater,2008,64,4.9
Alibi,1993,692,5.46
The Christmas Game,2006,34,4.25
Transformers Adventure Game,1984,37,4.32
Komme Gleich,1996,31,4.08
Dschungel,1999,64,4.82
Up & Down,1996,53,4.68
Monopoly: World Cup France '98 Edition,1998,104,5.11
Snowball Fight,2002,86,4.95
Anera's Arena,2001,32,4.45
Die Erbtante,1997,121,5.17
Relic Raiders: Haunted Ruins,2008,57,4.72
Secrets of the Pyramids,2000,80,4.96
Tuk-Tuk Taxi,2009,84,4.92
Ultra-Warrior,1981,37,4.55
Pirate Code,2009,134,5.22
Great States!,2002,30,4.0
Random Encounter: Plains of the Troll King,2016,66,4.85
"Zobmondo!! Would you rather...? Twisted, sick and wrong. Late night.",2005,49,4.53
Superpoly,1979,71,4.88
The Tick: Hip Deep in Evil!,1996,62,4.77
Pirate Island,1984,57,4.74
Scandaroon,2007,110,5.09
Vantage,1985,40,4.38
Domination,2005,84,4.94
Phantom Rallye,2003,90,5.01
CLASH: Jihad vs. McWorld,2012,164,5.17
Pop to the Shops,0,34,4.18
U-Build Connect 4,2010,34,4.1
Like: The Social Game,2012,63,5.65
Pummeleinhorn: Der Kekfe Marathon,2017,63,4.91
Hero: Immortal King - The Lair of the Lich,2007,184,5.28
Abetto,2010,60,5.15
Fishing for Terrorists,2004,87,4.94
Totally Gross,2002,53,4.62
Quests of the Round Table,1995,285,5.33
You've Been Sentenced!,2005,241,5.33
Pairs in Pears,2009,163,5.23
"La Grande Armee: Campaigns of Napoleon, 1805-1815",1987,78,5.08
Masters of the Universe,1984,49,4.74
Krystal,1989,47,4.53
The Tower of Mystery,2009,46,4.89
Pirate's Cove: Search for the Treasure Game,2005,44,4.41
Monopoly: Hong Kong,1997,49,4.52
Stampede!,2003,47,4.47
Spion & Spion,1987,37,4.34
Flux,1986,274,5.39
Monopoly: Doctor Who 50th Anniversary Collectors Edition,2012,126,5.29
Ren Faire,2009,111,5.19
Bogoss,2007,41,4.4
Roman Taxi,2009,45,4.46
Cthulhu Rising,2008,224,5.29
Goblins,2009,115,5.17
Rhino Rampage,2008,51,4.72
Echelons of Fury,1995,52,4.57
The T-Shirt Game,2007,104,5.1
Westminster: The Election Game,1983,57,4.67
10,2006,40,4.31
Switch 16,2001,36,4.21
MiFuChi,2013,74,4.86
Horse Show,1997,172,5.23
Maximum Throwdown: Overload,2014,67,4.79
First to Find,2016,33,4.23
Zoo Panic,2009,31,4.05
Dart Wars,2006,138,5.24
Morgan's Revenge,1996,45,4.59
Black Market Warehouse,2014,93,5.17
The Game of Crown and Anchor,1850,38,4.31
Level 8: Das Kartenspiel,2016,160,5.23
Word Mastermind,1972,114,5.1
Yali,1996,177,5.24
Cowtown,2012,54,4.79
"Wake up, Cthulhu!",2015,187,5.41
Crystal Code,2006,61,4.73
Madeline's House,1996,30,3.9
Scary Tales: Snow White vs. The Giant,2009,156,5.18
The Terminator: The Official Board Game,2017,37,5.11
BOX,2017,183,5.26
The Game of Life: Fame Edition,2002,51,4.6
Peanut Butter & Jelly Card Game,1971,65,4.84
High Five!,2010,64,4.73
Clown Standoff,2016,61,4.86
The Simpsons Mystery of Life,1990,37,4.38
Alpha Blitz,1998,86,4.97
"You Gotta Be Kidding! The Crazy Game of ""Would You Rather...?""",2004,48,4.42
Mountaineering,1973,43,4.45
Unusual Suspects,2009,65,4.79
Gas Out,2016,84,4.95
Golf Masters,2000,70,4.83
Imperium: 3rd Millennium,2001,155,5.31
Bible TriBond,2000,34,4.1
Monopoly Junior: Toy Story,2001,33,3.86
Dog Eat Dog,1999,133,5.18
Monopoly: Batman & Robin,1997,34,4.21
Scrabble Up,1996,45,4.36
The Fittest,2015,77,4.95
He & She,0,67,4.73
Banana Express,2005,39,4.34
Colossal Cave: The Board Game,2013,90,5.04
Colorio,2004,78,4.8
Pie Face,1993,43,4.4
Lis Pustyni,2007,40,4.46
Drakskatten,1983,45,4.46
Brillance,2006,49,4.58
Lift Off,2000,162,5.18
Trivial Pursuit Digital Choice,2008,137,5.15
Oil: The Great Adventure,1960,214,5.27
Shifti,1977,53,4.61
Galactic Empires,1994,153,5.28
A Duel Betwixt Us,2014,191,5.26
Alien Autopsy,1997,41,4.26
Hear Me Out,2002,100,5.1
Godzilla: Kaiju World Wars,2011,184,5.36
Dao,1999,206,5.3
Snout! The Pass The Pigs Card Game,2005,31,3.93
Take the Train,2007,168,5.24
Monopoly Town,2007,40,4.35
Dream Team,1997,74,4.9
Pickles to Penguins,2009,63,4.63
Ten Commandments Bible Game,1960,52,4.71
Ani-Mayhem,1996,115,5.26
Army vs. Aliens,2012,157,5.2
"The Walking Dead ""Don't Look Back"" Dice Game",2014,119,5.05
Game Box: Family Feud - Disney Edition,2016,34,4.15
U-Build Mouse Trap,2010,39,3.98
Mage Master,2005,49,4.68
The Big Bang Theory: The Party Game,2012,200,5.32
Avatar: The Board Game,2010,46,4.47
Cargo,2004,124,5.08
Myth Fortunes,1990,91,4.89
Vampire: Dark Influences,2006,288,5.38
King Arthur,2003,284,5.31
Concentration,1958,200,5.23
Brew-opoly,0,45,4.34
Snakes and Ladders 3D,1998,43,4.44
Scooby-Doo! Haunted House 3D Board Game,2007,93,4.94
The Witches of Blackmore,2012,81,4.82
3 to 4 Headed Monster,2016,47,4.5
Genial daneben: Das Spiel,2004,30,3.9
Robot Wars: The Game,2002,32,4.02
Animal Upon Animal: The Card Game,2008,43,4.36
Gold Raiders,2017,55,4.68
Sweet Mess,2019,39,3.78
Outpost: Siberia,2017,85,4.94
Egyptians,2001,40,4.25
Wikipedia: The Game About Everything,2015,162,5.27
The 80's Game,2001,108,5.18
Monopoly: Socialism,2019,98,5.1
Casanova,2004,69,4.69
Across Africa,2015,37,4.31
More Dirty Minds,1991,47,4.37
Reminiscing: The Game For People Over Thirty,1989,58,4.58
Crystal Maze,1991,53,4.72
Yahtzee Flash,2011,32,4.01
Mid-East Peace,1990,116,5.08
Dice Devils,2013,148,5.16
Gnome Tribes,2001,45,4.21
The Game of Maze,1990,33,4.05
Mystery Garden,1989,179,5.17
Jenga Max,2009,94,4.98
Impact,2003,43,4.32
Super Mario Bros. Power Up Card Game,2017,252,5.42
The Target,2010,91,5.18
Arabian Nightmare: The Kuwait War,1990,91,5.12
Água: The Water Cycle,2011,50,4.52
Busungar,1986,31,3.89
1862,1990,51,4.68
Arena: Gladiator League,2018,36,4.69
Monopoly Junior: Dig 'n Dinos,2001,35,4.08
Happy Days,1976,70,4.8
Safari,2000,91,4.92
Hägar ruft zum Beutefest,1989,61,4.72
Backwords,1988,85,4.94
The Laughing Pig,1932,40,4.25
Bus Stop,1996,53,4.6
RIFTS Collectible Card Game,2001,57,4.68
The Game of Life Adventure Edition,2011,102,4.96
Bata-Waf,2006,105,5.07
Cortez,2001,53,4.52
Mad Science Expo,2017,38,4.18
Cashflow for Kids,1999,51,4.52
Grand Bazaar,2015,39,4.53
Change Horses,2008,431,5.34
Project Mars,2016,44,4.45
"Admiral Ackbar ""It's a TRAP!"" GAME",2009,35,3.93
Sharur: Evolutions,2004,61,4.6
Blow Football,1910,35,3.88
Spices of the World,1988,70,4.82
Maxi Yatzy,0,155,5.29
Operation Felix,1992,70,4.76
Harry Potter Miniatures Adventure Game,2018,174,5.66
Online: Internet Card Game,2000,95,4.86
Monopoly: America Special Edition,2002,69,5.11
Ea$y Money,1988,153,5.18
The Emergency! Game,1973,41,4.25
Trust Me,1981,128,5.04
The Office: Downsizing Game,2019,32,3.83
Inwigilacja,2007,59,4.64
Track,1975,53,4.45
Sniggle!,1978,70,4.79
Kabaleo,2011,316,5.36
Potions,2008,53,4.47
Battle Cattle: The Card Game,2001,285,5.29
Ogre Bash,2004,38,3.97
The Lord of the Rings: The Fellowship of the Ring Board Game,2002,45,4.31
Dream Heist,2014,44,4.43
Castles,2012,51,4.4
Dindons & Dragons,2003,31,3.73
Parity,2002,30,3.8
Pyramid of the Sun,2017,200,5.26
Monster 4,2009,138,5.12
Biznes po polsku,2006,49,4.46
Monopoly: Nintendo Collector's Edition,2010,143,5.25
Dostihy a sázky,1983,137,5.27
NFL Rush Zone,2013,100,5.06
Pizza Party,1987,123,5.06
Ubi,1986,317,5.35
The Game of Life in Monstropolis,2001,60,4.53
Turbo,1983,62,4.75
Arch Rival,1992,261,5.28
The Beer Game,1994,41,4.27
S'mores Card Game,2009,30,3.7
Quelf Card Game,2009,69,4.76
Doctor Who: The Interactive Electronic Board Game,2005,57,4.58
The Three Stooges Card Game,1998,68,4.78
Antimatter Matters,2013,60,4.53
The Jelly Monster Lab,2013,53,4.56
Dragonlance,1988,410,5.35
Countdown: Special Ops,2013,131,5.11
Turbo,2003,67,4.65
Aus die Maus!,2004,30,3.85
Master of Movies,2005,84,4.91
Dragon Line,2014,43,4.22
FaceEater,2010,69,4.6
O'NO 99,1980,232,5.26
Dots,1998,115,4.99
Harvest Time,1980,65,4.71
Sixmix,1999,75,4.8
Hack Attack,2000,44,4.13
Scene It? Squabble,2005,82,4.84
Risk: Transformers - Cybertron Battle Edition,2007,475,5.36
YOOLOO,2016,37,4.22
Hispaniola,2004,202,5.2
Draw Out,2000,118,5.07
Wapi,2003,106,5.0
Gouda! Gouda!,2002,210,5.24
Monopoly: Star Wars Episode II,2002,44,3.97
Spy Ring,1965,163,5.21
Frogger,1981,72,4.78
Dark Force,1994,49,4.32
Bernini Mysterie,2005,112,4.99
Don't Drop the Soap,2017,265,5.35
Atlantic Triangle,2010,85,4.92
Trivial Pursuit: DVD,2005,94,4.91
Rick and Morty: Mr. Meeseeks' Box o' Fun Dice and Dares Game,2016,144,5.23
The Merry Game of Floundering,1952,48,4.38
HUNGER: The Show,2017,110,5.2
What Do You Meme?,2012,122,5.0
Blind Justice,1989,74,4.72
Ein Arsch kommt selten allein,2001,73,4.75
What the F*ck?,2006,66,4.61
Thin Ice,1992,59,4.58
Deal or No Deal Card Game,2006,38,4.04
Cranium Conga,2003,230,5.22
Shocking Roulette,2003,134,5.08
Goosebumps: Terror in the Graveyard Game,1995,156,5.32
Rio,1981,80,4.79
YoYo,1998,43,4.23
Star Wars Galactic Heroes Game,2008,47,4.09
Reisen,0,42,4.19
Pizza Party,2013,197,5.25
Something Different,2013,170,5.18
Ebola Monkey Hunt,1998,128,5.07
Sturgeon,2010,50,4.45
King Size,2012,80,5.13
Annihilator / OneWorld,1980,76,4.74
The Enigma of Leonardo,2007,80,4.9
Zombie Mosh!,2009,53,4.38
Downton Abbey: The Board Game,2013,51,4.59
Dare!,1988,40,4.14
Spinning Wishes,2002,30,3.71
Movie Mania,1992,62,4.58
Reporter,1976,39,4.08
Battleship: Tactical Capital Ship Combat 1925-1945,1986,131,5.07
Harry Potter Casting Stones,2001,45,4.23
Wiochmen Wesele,2011,43,4.17
Express Monopoly Card Game,1993,119,5.0
Monopoly: Spongebob Squarepants,2005,194,5.37
Cheers,1992,69,4.54
3D Labyrinth,2002,138,5.13
Monopoly: Canadian Edition,1982,81,4.9
Clusterf**k!,2013,105,4.98
Pepper,2005,90,4.84
Cubu,2012,44,4.25
Hedgehog's Revenge!,1980,31,3.74
Geek Dice,2013,54,4.45
Monopoly: Family Guy,2006,90,5.01
The Sudoku Game,2005,49,4.29
Ali Baba,2002,151,5.13
Gezanke auf der Planke!,2006,71,4.64
U-Build Battleship,2010,51,4.41
Gefangen in der Geisterbahn,2005,33,3.91
Game of Crowns,2015,91,4.77
Whoopies,2005,47,4.29
Clue: Carnival - The Case of the Missing Prizes,2009,80,4.76
Trivial Pursuit: DVD Pop Culture 2,2005,170,5.17
ego,2007,432,5.45
Quest,1984,139,5.06
Kill Shot,2011,40,4.08
Oh No... Zombies!,2009,51,4.25
Sophie's World,1998,87,4.92
Hecho,2010,120,5.08
Star Trek: The Next Generation Collectible Dice Game,1996,116,5.1
Marco Polo,1983,132,5.14
Sin City,2005,74,4.69
The Apprentice Game,2005,43,4.11
Garçon,2007,88,4.87
War,1972,191,5.41
Tuchulcha,2004,166,5.08
"Lie, Cheat & Steal",1971,180,5.27
UWO,2004,229,5.24
Marvel Heroes Battle Dice,2006,69,4.74
Jumpin' Java,2003,80,4.87
Beer: The  Card Game,1999,44,4.24
Darkness Sabotage,0,34,4.29
Set Cubed,2008,373,5.3
Schätze des Dunklen Turmes,2009,30,3.48
Dizzy Dizzy Dinosaur,1987,120,5.04
On Assignment with National Geographic,1990,100,4.96
Tank Battle,1975,434,5.38
Monopoly: Despicable Me,2013,44,4.09
The Da Vinci Code Game,2006,68,4.86
Flip the Bird,2015,38,4.21
Go For It!,1986,155,5.2
Warlords,1997,54,4.71
The Office Trivia Game,2008,102,5.06
Operation Crusader: The 8th Army's Forgotten Victory,1991,42,4.3
The Game of Life: Despicable Me,2015,49,4.33
Sorry! Spin,2010,85,4.8
Towers in Time,1994,30,3.57
Creepy Freaks,2003,120,5.05
Ha! Ha! Moustache,2012,95,4.84
4 First Games,1974,95,4.93
L-Game,1968,116,5.0
C-23,1998,75,4.85
Gay Monopoly,1983,55,4.1
Social Network,2013,40,4.19
Haunted Wood,1974,75,4.76
Outwit,1975,120,5.01
Fantomen,1984,73,4.72
"Win, Lose or Draw",1987,239,5.26
Name That Tune 80's Edition DVD Game,2005,77,4.72
Family Guy Trivia Game,2005,43,4.07
Tomb of Doom,1999,57,4.43
Cats' Mansion,1984,91,4.89
Saloon,2001,109,4.95
Birds on a Wire,2009,223,5.24
Bionicle: Quest For The Masks CCG,2001,39,3.95
Banzai,2006,78,4.75
Planet Earth DVD Game,2008,53,4.39
Bedpans & Broomsticks,2014,85,4.74
Druids,2004,75,4.74
Touring England,1935,39,4.06
Undo: Drowned Hopes,2019,133,5.03
Mmm ... Brains!,2006,401,5.32
Duel: Once Upon a Game in the West,2010,55,4.59
Jokes de Papa,2017,99,4.88
Ultimate Golf,1985,78,4.71
Fred,2007,42,4.02
Doctor Who: The Time Wars Family Board Game,2010,32,3.77
BattleBots: Kickbot Arena,2001,58,4.32
Ik Hou van Holland Spel,2008,42,4.06
Apples to Apples Dice Game,2011,79,4.71
Die Maus: Mausefalle,1980,85,4.77
APBA Basketball,1965,33,3.55
The A-Team,1984,52,4.35
Star Wars Trivia Game,2015,60,4.34
Curse of the Mummy's Tomb,1988,335,5.3
Rorschach,2008,166,5.15
Korporacja,2015,56,4.24
Disturbed Friends,2015,250,5.26
UNO Wild Tiles,1982,96,4.97
Ricochet Rock Jockeys,2012,45,4.26
Crypto Cartel,2019,34,5.21
Jaws,1975,113,5.02
Koe zoekt Boer,2008,91,4.85
Dirty Words,1977,44,4.11
Snap: The Interlocking Dragon-Making Game,2002,231,5.25
Quips,1972,100,4.86
Panzer Battles: Tactical Armored Warfare in World War II,1979,111,5.08
Man Laws and Woman Rules,2007,41,4.09
Made for Trade,1984,79,4.83
Apache,2007,96,4.84
Monopoly: NHL,2001,100,4.86
Toilet Trouble,2016,43,3.99
Machine of Death: The Game of Creative Assassination,2014,484,5.38
Magic Robot Quiz Game,1935,39,3.88
Tintin,1987,91,4.8
Questions de merde,2009,61,4.08
Pie Face Showdown,2016,59,4.34
Sillage,2003,42,4.04
NFL-opoly,1994,31,3.69
The Hunger Games: Jabberjay Card Game,2012,73,4.7
Star Wars: Escape the Death Star Action Figure Game,1998,83,4.7
Weltreise,1930,111,4.98
Fußball-Bundesliga: Das große Geschäft,1987,48,4.16
Bible Trivia,1984,119,4.98
Raiders of the Lost Tomb,2014,72,5.01
SuDoku: The Board Game,2005,42,3.96
Pictureka!,2006,1057,5.45
Dino Hunt,1996,325,5.29
Splice  Pirateology Card Game,2007,44,4.11
FURT,2011,140,5.03
Kensington,1979,440,5.35
Monopoly: Cars 2 Edition,2011,58,4.45
Pirate's Plunder,2000,68,4.66
Twister Moves,2003,46,4.27
Block It!,2004,70,4.62
The Cat in the Hat Game,1996,41,3.9
Monopoly: National Parks Edition,1998,112,5.07
5 Second Rule,2010,1775,5.51
Robin Hood,1994,72,4.63
Goat Lords,2016,115,4.84
Austin Powers CCG,1999,73,4.68
The Peter Principle Game,1973,44,4.01
The Umbrella Academy Game,2020,41,3.16
Rock Paper Scissors Lizard Spock Dice,2012,62,4.41
Top Dogs,2005,171,5.11
Inka,2005,630,5.37
Picture Dominoes,0,87,4.76
What The Face?,2014,59,4.45
Leaping Lizards,2003,78,4.66
The Cattlemen,1977,42,3.91
Last Word,2005,733,5.41
Dexter: The Board Game,2010,79,4.83
Rat Splatter,2001,37,3.76
Mont Saint Michel,2006,77,4.68
Angry Sheep,2014,75,4.6
Q*bert,1983,48,4.25
Makin' Bacon,2012,34,3.52
Clue Jr.: Case of The Missing Pet,1989,66,4.66
Relative Insanity,2018,107,4.88
Baby Bird Game,1988,32,3.48
Echelons of Fire,1995,62,4.47
Drag Strip!,1965,87,4.84
Chocobo's Crystal Hunt,2016,243,5.3
The Muppet Show Game,1977,56,4.32
Skip-Bo Dice Game,2011,56,4.39
By Jove,1983,112,4.96
